294,95,617,271
232,205,441,328
248,140,464,295
257,201,431,272
340,217,409,243
257,134,538,286
395,220,429,260
321,308,471,372
141,118,462,281
235,201,517,360
342,230,395,248
291,229,445,293
314,229,388,280
247,250,471,367
275,228,382,262
315,216,382,258
298,174,432,273
252,178,386,236
264,124,516,292
313,309,387,358
296,163,505,256
163,308,341,391
308,236,374,272
368,98,437,127
265,203,330,240
330,202,381,226
160,260,361,340
501,378,628,442
358,223,464,279
251,121,477,256
345,146,368,167
451,148,451,148
188,191,383,317
243,245,430,368
330,157,448,243
240,183,700,481
262,159,430,274
327,211,453,290
149,196,635,386
279,150,492,280
314,182,454,256
245,223,380,300
311,244,456,332
358,247,449,299
284,169,520,266
248,168,407,254
240,134,524,305
255,200,274,214
207,199,523,344
400,154,673,339
481,347,611,401
296,159,466,271
309,296,309,297
309,297,532,396
201,186,413,300
290,64,383,115
152,51,676,399
227,213,400,317
209,324,386,422
347,252,422,280
290,161,463,261
334,240,435,300
295,141,450,231
277,254,400,316
341,226,406,263
166,229,465,418
282,219,454,319
247,139,247,139
247,139,567,341
272,199,428,268
219,154,487,298
184,164,358,252
239,184,381,290
293,266,436,345
304,188,425,261
287,213,411,298
329,174,525,263
232,145,419,265
252,244,477,370
272,231,427,308
350,275,533,382
283,265,481,367
303,161,494,292
199,182,531,337
299,190,441,272
127,213,606,412
135,84,497,352
336,219,528,335
163,69,646,395
237,189,495,347
251,249,353,309
218,168,407,255
327,201,413,245
300,232,401,284
287,212,445,287
244,108,391,179
287,207,448,289
282,350,410,396
349,188,441,234
238,217,413,293
294,214,400,268
265,252,387,311
290,232,402,300
289,202,370,255
283,190,451,289
240,215,456,348
290,187,404,246
181,153,487,325
208,161,473,315
232,262,462,403
145,215,398,325
195,263,515,424
215,151,471,291
312,214,390,260
229,189,438,328
245,284,565,437
191,201,342,297
315,157,462,244
322,134,466,212
169,67,469,225
305,261,391,304
248,198,431,276
168,132,574,336
245,232,311,255
263,250,449,321
156,56,606,455
203,169,514,341
301,202,376,255
254,215,376,271
123,124,646,384
235,187,456,318
269,191,388,252
233,174,558,396
265,209,399,286
84,195,653,435
202,241,445,352
239,252,399,338
211,148,417,251
302,238,415,305
143,131,641,418
198,270,458,378
140,31,625,493
292,125,467,258
233,153,396,225
292,169,466,257
282,105,523,278
147,214,412,377
199,187,397,318
253,77,415,201
137,218,430,377
304,293,377,347
338,192,455,273
238,276,403,382
330,223,384,259
537,375,690,474
303,256,362,303
243,237,388,301
323,226,444,299
169,116,505,386
179,43,669,488
250,187,523,329
263,221,366,282
308,186,459,262
275,242,385,314
235,167,501,390
233,136,538,358
276,159,510,294
189,81,530,306
270,193,528,330
281,199,409,266
138,216,394,348
293,242,453,330
225,168,496,302
332,238,540,354
286,235,431,338
434,224,492,262
183,127,398,238
274,245,478,376
214,135,532,374
228,133,537,369
251,246,382,319
274,225,470,337
265,201,515,356
249,93,439,216
215,152,490,337
280,198,500,350
425,214,479,240
315,197,435,290
307,222,426,296
356,231,473,311
352,229,424,282
303,179,428,242
319,231,448,303
250,104,449,191
318,247,429,328
261,195,382,286
